nRun	rsrp1	rsrq1	rsrp2	rsrq2	rsrp3	rsrq3	region	throughput
8563	-98.4629	-9.96377	-96.2713	-7.7721800000000005	-94.8481	-6.349019999999999	superior	4.015981054573425
8564	-97.2132	-9.10233	-93.4518	-5.34089	-98.8498	-10.7389	central	2.8046102649943947
8565	-97.182	-9.17844	-99.1307	-11.1271	-93.2077	-5.2041	superior	3.784550696130004
8566	-97.5946	-9.37929	-98.2222	-10.0069	-93.6751	-5.45975	superior	3.9309193035948025
8567	-96.9366	-9.07846	-99.7211	-11.8629	-92.9315	-5.07342	superior	3.763496549929563
8568	-98.6202	-10.1154	-95.0602	-6.555460000000001	-95.9221	-7.4173100000000005	central	2.3382184223093945
8569	-96.9787	-9.01222	-93.1566	-5.19016	-99.4259	-11.4594	central	2.908530099093664
8570	-97.7957	-9.41841	-97.5733	-9.19599	-94.145	-5.76768	superior	3.942620264388957
8571	-96.624	-8.94121	-100.52600000000001	-12.8434	-92.6296	-4.94683	superior	3.7380056502713734
8572	-96.4595	-8.50544	-92.6853	-4.73128	-104.493	-16.5385	inferior	3.9781448683374383
8573	-97.4115	-9.23047	-93.6013	-5.42019	-98.4861	-10.305	central	2.7530049599506414
8574	-98.6202	-10.1154	-95.0607	-6.55594	-95.9216	-7.416760000000001	central	2.333448680645574
8575	-96.2065	-8.687000000000001	-92.2496	-4.7301	-103.064	-15.5449	inferior	3.7761461612563436
8576	-96.2907	-8.64609	-92.3507	-4.7060699999999995	-103.71	-16.0657	inferior	3.922341887961696
8577	-97.6141	-9.30205	-93.9432	-5.631130000000001	-97.9469	-9.634839999999999	central	2.735231321367473
8578	-98.6197	-10.1195	-95.0109	-6.5107099999999996	-95.9705	-7.4703	central	2.338044635540831
8579	-98.7734	-10.2831	-95.6732	-7.182860000000001	-95.1726	-6.68231	superior	4.063329350599025
8580	-97.2187	-9.088189999999999	-93.4983	-5.36786	-98.7975	-10.667	central	2.7892543242278682
8581	-97.7906	-9.44263	-97.6679	-9.319930000000001	-94.0502	-5.70223	superior	3.946329790403668
8582	-96.29	-8.8488	-92.1179	-4.67667	-102.865	-15.424000000000001	inferior	3.776372820009544
8583	-96.2317	-8.77155	-92.1975	-4.73736	-102.537	-15.077	inferior	3.7651857769957897
8584	-98.1329	-9.71096	-94.3385	-5.91648	-97.064	-8.64199	central	2.57941699807306
8585	-97.2087	-9.11405	-93.4135	-5.318919999999999	-98.8931	-10.7985	central	2.806173938059906
8586	-97.611	-9.31466	-93.8975	-5.60119	-97.9935	-9.69718	central	2.746455207999109
8587	-96.6671	-8.92128	-100.30799999999999	-12.5619	-92.7482	-5.00239	superior	3.742230126605619
8588	-97.2005	-9.13462	-98.969	-10.9031	-93.3471	-5.28123	superior	3.784550696130004
8589	-96.2442	-8.672089999999999	-92.2851	-4.713	-103.406	-15.8337	inferior	3.7904790020514456
8590	-96.6413	-8.934460000000001	-100.44	-12.7335	-92.6745	-4.96765	superior	3.7406726301426056
8591	-96.6164	-8.943660000000001	-92.611	-4.938280000000001	-100.56299999999999	-12.8903	central	3.1155075765078735
8592	-96.3283	-8.73548	-92.2651	-4.67225	-103.634	-16.0412	inferior	3.9241767529182816
8593	-96.7121	-8.888810000000001	-92.8988	-5.07549	-100.06	-12.2368	central	3.0498779603995434
8594	-96.2089	-8.59389	-92.3574	-4.7424	-103.48100000000001	-15.8655	inferior	3.8025064141113476
8595	-96.4438	-8.92278	-92.3405	-4.8195	-101.29899999999999	-13.777999999999999	inferior	3.4864307266888517
8596	-96.9205	-9.1002	-99.8256	-12.0053	-92.8559	-5.03561	superior	3.7613590369801306
8597	-97.2109	-9.10835	-93.4321	-5.32956	-98.8721	-10.7695	central	2.807739355708232
8598	-97.6098	-9.319360000000001	-98.0107	-9.72023	-93.8807	-5.59025	superior	3.9321477120384
8599	-96.943	-9.06931	-92.963	-5.08937	-99.6784	-11.8048	central	2.9689213134790395
8600	-96.1763	-8.67934	-92.2615	-4.7645599999999995	-102.68	-15.1835	inferior	3.7632714341684586
8601	-97.4214	-9.19779	-98.3697	-10.146	-93.7106	-5.4869699999999995	superior	3.799062229213402
8602	-98.3039	-9.80813	-96.5303	-8.03458	-94.7317	-6.23597	superior	3.9953235685414095
8603	-96.6675	-8.60322	-92.7418	-4.6775	-104.815	-16.7504	inferior	4.03051721542261
8604	-97.6122	-9.30968	-93.9155	-5.61292	-97.9752	-9.67262	central	2.7428033333260675
8605	-97.6125	-9.30845	-97.9706	-9.66655	-93.9199	-5.61584	superior	3.9321477120384
8606	-96.6056	-8.946589999999999	-92.5858	-4.926740000000001	-100.615	-12.9556	central	3.131401836597566
8607	-96.625	-8.94087	-92.6321	-4.94798	-100.521	-12.8371	central	3.163125188536953
8608	-97.4177	-9.21038	-93.6681	-5.4608	-98.4148	-10.2075	central	2.7363019760748593
8609	-96.2558	-8.69764	-92.2618	-4.70361	-103.381	-15.8228	inferior	3.8036558639223004
8610	-97.5929	-9.385819999999999	-93.6535	-5.44643	-98.2445	-10.0375	central	2.798808668515796
8611	-97.402	-9.26097	-93.5021	-5.36112	-98.5926	-10.4516	central	2.780010649086101
8612	-96.5704	-8.95196	-100.777	-13.1587	-92.5119	-4.89347	superior	3.7480264862787855
8613	-96.7118	-8.88908	-92.8977	-5.07492	-100.06200000000001	-12.2392	central	3.0512091679983318
8614	-96.3107	-8.82361	-92.2853	-4.79825	-101.76700000000001	-14.2802	inferior	3.74601802316754
8615	-96.2202	-8.75285	-92.21	-4.74264	-102.56700000000001	-15.1001	inferior	3.7623712403682563
8616	-97.7929	-9.43206	-97.6271	-9.26633	-94.0911	-5.7302599999999995	superior	3.945339901107136
8617	-96.5183	-8.66713	-92.5163	-4.66512	-104.39	-16.539	inferior	3.988358463474394
8618	-96.3194	-8.5493	-92.5017	-4.73159	-104.03399999999999	-16.2635	inferior	3.951162622738734
8619	-97.0018	-8.97003	-93.2991	-5.26734	-99.2488	-11.217	central	2.8589015543099663
8620	-96.257	-8.7675	-92.2915	-4.802	-101.93799999999999	-14.4486	inferior	3.7480264862787855
8621	-97.9714	-9.536010000000001	-94.365	-5.92963	-97.1939	-8.75858	central	2.5943078635932544
8622	-97.7847	-9.470130000000001	-93.9475	-5.63288	-97.7707	-9.45613	central	2.720335531293914
8623	-96.9889	-8.99418	-99.3495	-11.3548	-93.2175	-5.22282	superior	3.764284667231079
8624	-96.6718	-8.91845	-100.28299999999999	-12.5295	-92.7626	-5.00925	superior	3.7445688046638557
8625	-97.6086	-9.32439	-98.029	-9.744819999999999	-93.8628	-5.57865	superior	3.9321477120384
8626	-96.3218	-8.71994	-92.2799	-4.67804	-103.647	-16.0456	inferior	3.8344883910151117
8627	-97.9636	-9.57803	-97.3734	-8.987789999999999	-94.1826	-5.797000000000001	superior	3.9573759045920727
8628	-96.2189	-8.616060000000001	-92.3368	-4.73396	-103.46	-15.8567	inferior	3.7951663544974985
8629	-98.4605	-9.98172	-96.4005	-7.92172	-94.7155	-6.23674	superior	4.019573154954144
8630	-96.9589	-9.04509	-99.5689	-11.6551	-93.0456	-5.13176	superior	3.762146259205109
8631	-97.7837	-9.47471	-93.9308	-5.6218	-97.7874	-9.47836	central	2.7271689304732862
8632	-97.17399999999999	-9.19655	-93.1508	-5.1733400000000005	-99.1979	-11.2204	central	2.864172666455735
8633	-98.3048	-9.801969999999999	-96.4898	-7.98695	-94.7733	-6.27048	superior	3.9943089508318494
8634	-98.4602	-9.983989999999999	-94.7002	-6.22398	-96.4154	-7.93918	central	2.4458912510618114
8635	-97.6067	-9.33198	-98.0564	-9.78167	-93.8361	-5.56142	superior	3.9311649238786432
8636	-96.2933	-8.48358	-92.5683	-4.7586	-104.08200000000001	-16.2721	inferior	3.948558858509246
8637	-96.6239	-8.94125	-92.6293	-4.9467099999999995	-100.527	-12.844000000000001	central	3.0881342953909585
8638	-97.4049	-9.251669999999999	-93.5321	-5.378830000000001	-98.5603	-10.407	central	2.769120666547829
8639	-96.7191	-8.88269	-92.9248	-5.088369999999999	-100.02	-12.1835	central	3.0496562053897107
8640	-98.619	-10.1254	-94.9471	-6.45355	-96.03299999999999	-7.53941	central	1.25257792
8641	-96.3411	-8.60404	-92.4466	-4.70958	-103.993	-16.2559	inferior	3.9507904461978516
8642	-96.6548	-8.92801	-100.37100000000001	-12.6446	-92.7122	-4.98532	superior	3.7427866897091233
8643	-96.323	-8.55836	-92.4925	-4.72792	-104.027	-16.2623	inferior	3.949550363946251
8644	-96.3178	-8.83046	-92.2856	-4.79824	-101.744	-14.2563	inferior	3.7471335701799573
8645	-98.7737	-10.280999999999999	-95.2223	-6.72969	-95.624	-7.13132	central	1.23242176
8646	-97.9668	-9.56062	-97.3013	-8.89507	-94.2558	-5.8496	superior	3.955758572232474
8647	-97.6115	-9.3128	-97.9867	-9.688039999999999	-93.9042	-5.60554	superior	3.931410574859167
8648	-97.6162	-9.29341	-93.975	-5.65217	-97.9145	-9.591660000000001	central	2.7294760748892086
8649	-96.3993	-8.8966	-92.3096	-4.80697	-101.463	-13.9607	inferior	3.557700866034647
8650	-97.4186	-9.20712	-93.679	-5.46751	-98.4032	-10.1917	central	2.731194175958464
8651	-96.6468	-8.931980000000001	-100.413	-12.698	-92.6894	-4.97462	superior	3.742230126605619
8652	-96.3742	-8.87865	-92.29799999999999	-4.80245	-101.552	-14.0567	inferior	3.6099598061745293
8653	-96.506	-8.63311	-92.5516	-4.67874	-104.412	-16.539	inferior	3.9839387539933067
8654	-96.7271	-8.875210000000001	-99.9726	-12.1206	-92.9558	-5.10389	superior	3.7445688046638557
8655	-98.4624	-9.96781	-96.3023	-7.80773	-94.8164	-6.32184	superior	4.022914435339743
8656	-96.704	-8.89558	-100.10600000000001	-12.298	-92.8694	-5.06101	superior	3.7441231168413815
8657	-98.7739	-10.2791	-95.28200000000001	-6.78724	-95.5647	-7.06998	central	1.22199616
8658	-96.5757	-8.5927	-92.671	-4.687930000000001	-104.635	-16.6515	inferior	3.9981164269305194
8659	-96.7279	-8.87451	-92.9587	-5.10534	-99.9682	-12.1149	central	3.026113306285789
8660	-96.4354	-8.918460000000001	-92.3337	-4.81669	-101.33	-13.8134	inferior	3.5012735787367726
8661	-97.209	-9.11309	-93.4167	-5.32071	-98.8896	-10.7936	central	2.812508968664993
8662	-96.2421	-8.75049	-92.2957	-4.80411	-101.984	-14.4924	inferior	3.7434547839979055
8663	-96.66799999999999	-8.60458	-92.7404	-4.67694	-104.814	-16.7505	inferior	4.03051721542261
8664	-97.1941	-9.15015	-99.0262	-10.9823	-93.2974	-5.253430000000001	superior	3.7836402945625007
8665	-96.9331	-9.08329	-92.9149	-5.06502	-99.7439	-11.894	central	2.983563846057177
8666	-96.4761	-8.55087	-92.6375	-4.712330000000001	-104.464	-16.5388	inferior	3.9696107968616414
8667	-96.9315	-9.08549	-99.7543	-11.9083	-92.9072	-5.0612	superior	3.762258746423243
8668	-98.1325	-9.71348	-94.3269	-5.90784	-97.0753	-8.656239999999999	central	2.5840254646267584
8669	-96.2898	-8.80278	-92.286	-4.79896	-101.835	-14.3477	inferior	3.74601802316754
8670	-98.3013	-9.825660000000001	-96.6369	-8.16123	-94.6224	-6.14669	superior	3.9940553769191944
8671	-96.6635	-8.92332	-92.7375	-4.997319999999999	-100.32600000000001	-12.5862	central	3.0463337457117885
8672	-96.5545	-8.95234	-100.848	-13.2458	-92.4826	-4.88048	superior	3.74601802316754
8673	-97.2121	-9.10534	-93.4419	-5.3352	-98.861	-10.7542	central	2.8129490902506253
8674	-96.2606	-8.70803	-92.2523	-4.69982	-103.37100000000001	-15.8182	inferior	3.8027362484927054
8675	-96.3124	-8.53167	-92.5195	-4.73877	-104.04700000000001	-16.2659	inferior	3.948558858509246
8676	-96.1422	-8.62026	-92.3053	-4.78336	-102.765	-15.2435	inferior	3.7623712403682563
8677	-96.2499	-8.5487	-92.4455	-4.744269999999999	-103.791	-16.0898	inferior	3.8177353143744823
8678	-97.3956	-9.28074	-93.4392	-5.32434	-98.6607	-10.5458	central	2.7816084941009502
8679	-96.4045	-8.90005	-92.3126	-4.80813	-101.445	-13.9401	inferior	3.53332490923029
8680	-98.1318	-9.718	-94.3064	-5.89262	-97.0952	-8.68148	central	2.5822224958443636
8681	-97.9687	-9.550410000000001	-97.2576	-8.839310000000001	-94.3002	-5.8819099999999995	superior	3.956753697199153
8682	-96.1858	-8.54226	-92.4059	-4.76236	-103.529	-15.885	inferior	3.7960823118764533
8683	-96.9593	-9.04452	-99.5664	-11.6516	-93.0475	-5.13277	superior	3.7559698039765856
8684	-98.3048	-9.80153	-96.4867	-7.98343	-94.7764	-6.27305	superior	3.9953235685414095
8685	-96.706	-8.893930000000001	-92.8767	-5.06457	-100.095	-12.2828	central	3.056181871174585
8686	-97.5948	-9.37861	-98.2199	-10.0037	-93.6773	-5.46115	superior	3.929937129311234
8687	-98.1398	-9.6687	-96.8599	-8.388810000000001	-94.5475	-6.07636	superior	3.9739987556493204
8688	-96.6785	-8.91418	-100.24700000000001	-12.4824	-92.7838	-5.0193900000000005	superior	3.742230126605619
8689	-98.6191	-10.1245	-96.0237	-7.52913	-94.9566	-6.4619599999999995	superior	4.0425727687463855
8690	-97.4223	-9.19505	-93.72	-5.49276	-98.3598	-10.1326	central	2.7465151558144765
8691	-96.3682	-8.67266	-92.3781	-4.682580000000001	-103.941	-16.2456	inferior	3.9494263985361
8692	-96.2495	-8.6838	-92.2744	-4.70868	-103.39399999999999	-15.8288	inferior	3.79230683451828
8693	-96.3774	-8.50314	-92.6147	-4.74054	-104.288	-16.4141	inferior	3.9728694971283876
8694	-97.7881	-9.45434	-94.0059	-5.67212	-97.7122	-9.37844	central	2.7078660583627436
8695	-98.1394	-9.67121	-94.5342	-6.065930000000001	-96.87299999999999	-8.40475	central	2.523547390798605
8696	-96.3239	-8.72494	-92.2751	-4.67617	-103.64299999999999	-16.0442	inferior	3.9241767529182816
8697	-97.7946	-9.42383	-94.1234	-5.75264	-97.5949	-9.22408	central	2.689748402129069
8698	-98.6204	-10.1137	-95.0821	-6.5755	-95.9005	-7.39389	central	2.3231092180983346
8699	-96.5935	-8.64345	-92.6173	-4.6672400000000005	-104.604	-16.6542	inferior	3.9971003904053672
8700	-96.949	-9.06039	-99.6376	-11.749	-92.9935	-5.10494	superior	3.7584379508409724
8701	-97.1711	-9.2029	-99.2215	-11.2533	-93.1309	-5.1626900000000004	superior	3.781934471658587
8702	-96.1215	-8.58358	-92.3335	-4.79552	-102.816	-15.277999999999999	inferior	3.7612466035553194
8703	-98.7731	-10.2859	-95.1194	-6.632160000000001	-95.7257	-7.238460000000001	central	1.2474809599999999
8704	-96.9193	-9.10178	-99.8334	-12.0159	-92.8504	-5.0328599999999994	superior	3.7610217568694497
8705	-96.4879	-8.94097	-92.3851	-4.83822	-101.12700000000001	-13.5802	inferior	3.4171338565570433
8706	-98.6198	-10.1185	-95.9596	-7.4583	-95.022	-6.52078	superior	4.04010659816985
8707	-97.1721	-9.20088	-93.1372	-5.16606	-99.214	-11.2429	central	2.8831389154299307
8708	-96.1535	-8.63826	-92.3406	-4.82534	-102.244	-14.7284	inferior	3.74601802316754
8709	-97.4229	-9.193	-93.7269	-5.49709	-98.3524	-10.1225	central	2.7275236218680297
8710	-96.5046	-8.94572	-92.406	-4.8471400000000004	-101.059	-13.5004	inferior	3.389519166015677
8711	-96.2525	-8.69026	-92.2685	-4.70631	-103.38799999999999	-15.825999999999999	inferior	3.7953953024000766
8712	-96.6664	-8.92168	-100.311	-12.5666	-92.7461	-5.00139	superior	3.7427866897091233
8713	-98.1392	-9.67238	-96.87899999999999	-8.412180000000001	-94.5279	-6.06109	superior	3.9719916285500534
8714	-96.215	-8.70385	-92.2354	-4.72428	-103.045	-15.5335	inferior	3.7772797271862175
8715	-97.9727	-9.52871	-94.3989	-5.95488	-97.1606	-8.716610000000001	central	2.591102508133932
8716	-96.3122	-8.8251	-92.2854	-4.79824	-101.762	-14.2751	inferior	3.74601802316754
8717	-96.6805	-8.91291	-100.236	-12.4688	-92.7899	-5.02235	superior	3.7436775351000118
8718	-98.3	-9.83434	-96.6858	-8.22011	-94.5721	-6.10637	superior	3.996592565771294
8719	-96.2473	-8.678889999999999	-92.2789	-4.71049	-103.399	-15.8309	inferior	3.8027362484927054
8720	-96.2923	-8.86612	-92.139	-4.71272	-102.37299999999999	-14.9464	inferior	3.7720709512831965
8721	-96.9403	-9.07317	-92.9498	-5.08265	-99.6963	-11.8292	central	2.964863890518637
8722	-97.6164	-9.29256	-93.9781	-5.65425	-97.9113	-9.58741	central	2.7265189024509153
8723	-96.2101	-8.71218	-92.3081	-4.8101	-102.08	-14.5821	inferior	3.7471335701799573
8724	-96.2031	-8.68038	-92.2552	-4.7324	-103.072	-15.5493	inferior	3.785233784869187
8725	-96.5382	-8.48635	-92.7843	-4.73241	-104.697	-16.6455	inferior	3.9971003904053672
8726	-96.945	-9.06638	-92.973	-5.094469999999999	-99.665	-11.7864	central	2.970884046644835
8727	-98.6187	-10.1271	-96.0499	-7.55828	-94.9298	-6.4381699999999995	superior	4.043482117034609
8728	-97.4226	-9.19389	-98.3556	-10.1269	-93.7239	-5.49521	superior	3.7947085415466644
8729	-98.9245	-10.4553	-95.3318	-6.862539999999999	-95.38	-6.910760000000001	central	1.204736
8730	-96.6933	-8.90386	-100.166	-12.3766	-92.8323	-5.04288	superior	3.7445688046638557
8731	-96.9386	-9.07558	-99.7076	-11.8445	-92.9415	-5.0784400000000005	superior	3.7625962484413358
8732	-97.1982	-9.14015	-98.9893	-10.9313	-93.3293	-5.27126	superior	3.782730330897274
8733	-96.3464	-8.77834	-92.2245	-4.65645	-103.59700000000001	-16.0286	inferior	3.9234426009709678
8734	-98.3047	-9.80269	-94.7683	-6.2663400000000005	-96.4946	-7.992610000000001	central	2.4464143437913757
8735	-96.2901	-8.64462	-92.3521	-4.70664	-103.712	-16.0661	inferior	3.922341887961696
8736	-96.3113	-8.82418	-92.2853	-4.79825	-101.765	-14.2782	inferior	3.7471335701799573
8737	-98.9245	-10.4556	-95.2929	-6.823989999999999	-95.4188	-6.94995	central	1.2145823999999998
8738	-97.211	-9.10802	-98.8709	-10.7679	-93.4332	-5.33017	superior	3.783185258011852
8739	-96.2854	-8.633469999999999	-92.3629	-4.71094	-103.721	-16.069000000000003	inferior	3.8349558533545047
8740	-96.4141	-8.60026	-92.5145	-4.70067	-104.22200000000001	-16.4085	inferior	3.9731203880000376
8741	-96.572	-8.58199	-92.6823	-4.69234	-104.641	-16.6509	inferior	4.002694990790842
8742	-96.7307	-8.8718	-92.9698	-5.11091	-99.9515	-12.0927	central	3.0267684336369824
8743	-97.6106	-9.31608	-97.9987	-9.70415	-93.8924	-5.5978699999999995	superior	3.9257683583914935
8744	-97.4064	-9.246960000000001	-98.5439	-10.3844	-93.5474	-5.38791	superior	3.8011279910340727
8745	-98.6183	-10.1305	-94.8969	-6.40912	-96.0821	-7.59425	central	2.359173617868573
8746	-96.7352	-8.86735	-99.9246	-12.0567	-92.9879	-5.12003	superior	3.7436775351000118
8747	-97.6149	-9.298910000000001	-97.9352	-9.6192	-93.9547	-5.638719999999999	superior	3.9321477120384
8748	-96.9246	-9.09486	-99.7994	-11.9697	-92.8746	-5.04491	superior	3.758662488686296
8749	-97.1815	-9.17959	-99.135	-11.133	-93.2041	-5.20212	superior	3.781025328208996
8750	-96.719	-8.88275	-92.9245	-5.08824	-100.02	-12.184000000000001	central	3.0453752713701743
8751	-97.4284	-9.17415	-93.7921	-5.5378300000000005	-98.2836	-10.0294	central	2.7312534594020854
8752	-96.2353	-8.65231	-92.3033	-4.72034	-103.425	-15.842	inferior	3.79230683451828
8753	-96.5093	-8.94684	-92.4124	-4.84987	-101.04	-13.4773	inferior	3.3757879487041906
8754	-96.3992	-8.89655	-92.3096	-4.80695	-101.464	-13.960999999999999	inferior	3.55569018964002
8755	-96.5366	-8.9513	-92.4526	-4.867319999999999	-100.925	-13.34	inferior	3.330663066783133
8756	-96.6272	-8.94008	-100.51	-12.8233	-92.6377	-4.95055	superior	3.7406726301426056
8757	-96.4316	-8.646469999999999	-92.4673	-4.68216	-104.191	-16.4055	inferior	3.974124268447134
8758	-96.4036	-8.57244	-92.5431	-4.71195	-104.241	-16.4102	inferior	3.9681085837004613
8759	-96.6808	-8.91269	-100.235	-12.4665	-92.7909	-5.02286	superior	3.7406726301426056
8760	-96.6426	-8.933860000000001	-92.6781	-4.96935	-100.434	-12.7248	central	3.145649358766031
8761	-97.4177	-9.210280000000001	-93.6684	-5.46099	-98.4145	-10.2071	central	2.7316092141168498
8762	-96.3095	-8.82247	-92.2853	-4.79827	-101.771	-14.2841	inferior	3.7480264862787855
8763	-96.72	-8.88185	-92.9283	-5.09011	-100.015	-12.1764	central	3.0436809857502585
8764	-98.9245	-10.4552	-95.3512	-6.8818600000000005	-95.3606	-6.89134	central	1.20380928
8765	-96.9474	-9.06269	-99.6481	-11.7633	-92.9857	-5.1009199999999995	superior	3.7613590369801306
8766	-97.1865	-9.16813	-99.0925	-11.0742	-93.2403	-5.22189	superior	3.7836402945625007
8767	-96.288	-8.63955	-92.35700000000001	-4.70859	-103.71600000000001	-16.0674	inferior	3.923320269018867
8768	-96.1475	-8.62957	-92.2983	-4.78033	-102.75200000000001	-15.2344	inferior	3.7632714341684586
8769	-98.1409	-9.66184	-96.8235	-8.344389999999999	-94.5848	-6.10568	superior	3.9729949386033323
8770	-96.9179	-9.10361	-92.8439	-5.02966	-99.8426	-12.0283	central	3.0022862678383535
8771	-96.2446	-8.75343	-92.2949	-4.803719999999999	-101.976	-14.4851	inferior	3.74601802316754
8772	-96.9585	-9.045760000000001	-93.0433	-5.13059	-99.5719	-11.6592	central	2.942951298177336
8773	-98.4619	-9.97146	-96.3293	-7.8388800000000005	-94.7887	-6.29827	superior	4.022914435339743
8774	-96.154	-8.638910000000001	-92.3403	-4.82519	-102.242	-14.7272	inferior	3.74601802316754
8775	-97.4122	-9.22836	-98.4786	-10.2948	-93.6082	-5.4244	superior	3.800094829382613
8776	-96.7337	-8.86887	-99.9337	-12.0689	-92.9817	-5.11693	superior	3.7445688046638557
8777	-96.521	-8.674539999999999	-92.5086	-4.66217	-104.385	-16.539	inferior	3.9833081664244947
8778	-97.6061	-9.33442	-93.8276	-5.5559400000000005	-98.0651	-9.793460000000001	central	2.7702790112965117
8779	-97.1991	-9.137830000000001	-93.3368	-5.275440000000001	-98.9808	-10.9195	central	2.754391011117897
8780	-96.5261	-8.94998	-92.4363	-4.8602099999999995	-100.97	-13.394	inferior	3.3547275247947104
8781	-96.3182	-8.71149	-92.2879	-4.68121	-103.655	-16.048	inferior	3.9241767529182816
8782	-97.412	-9.22905	-93.6059	-5.42301	-98.4811	-10.2982	central	2.742623983469597
8783	-98.463	-9.96291	-94.8552	-6.35504	-96.2645	-7.764360000000001	central	2.399574355287472
8784	-96.7083	-8.89204	-92.8849	-5.06861	-100.08200000000001	-12.2657	central	3.054920488479935
8785	-96.5742	-8.58826	-92.6757	-4.68976	-104.637	-16.6512	inferior	4.001676626139721
8786	-97.4155	-9.21765	-93.6438	-5.44594	-98.4407	-10.2429	central	2.745376594644482
8787	-97.4286	-9.17347	-93.7945	-5.53934	-98.2811	-10.026	central	2.7171047290002157
8788	-96.162	-8.64977	-92.3349	-4.8227	-102.22	-14.7075	inferior	3.7471335701799573
8789	-97.2021	-9.1306	-93.36	-5.28851	-98.9541	-10.8827	central	2.822096974236943
8790	-98.4618	-9.9719	-94.7854	-6.29552	-96.3325	-7.84254	central	2.335570978058509
8791	-98.1331	-9.710139999999999	-94.3422	-5.91929	-97.0603	-8.63738	central	2.5872133237380486
8792	-96.3884	-8.88908	-92.3041	-4.804790000000001	-101.50200000000001	-14.0029	inferior	3.57376700909708
8793	-97.2258	-9.06921	-98.7269	-10.5704	-93.5615	-5.40497	superior	3.7838678538886934
8794	-96.2426	-8.78915	-92.186	-4.7325	-102.508	-15.0546	inferior	3.7612466035553194
8795	-96.2023	-8.57915	-92.3712	-4.74805	-103.494	-15.8712	inferior	3.7904790020514456
8796	-96.5019	-8.62181	-92.5634	-4.68331	-104.419	-16.539	inferior	3.9836864950088806
8797	-96.5852	-8.61974	-92.6424	-4.67686	-104.618	-16.653	inferior	3.9986246389200493
8798	-97.3986	-9.2714	-98.6286	-10.5013	-93.4688	-5.34159	superior	3.8018170776291584
8799	-96.2701	-8.78191	-92.2887	-4.80052	-101.897	-14.4092	inferior	3.744345947490113
8800	-96.5539	-8.53064	-92.7369	-4.71369	-104.671	-16.648	inferior	4.002694990790842
8801	-97.2063	-9.1201	-93.3939	-5.30773	-98.9154	-10.8293	central	2.8159077634379246
8802	-97.3922	-9.291089999999999	-98.6962	-10.595	-93.4067	-5.30552	superior	3.8019319496859145
8803	-96.691	-8.90555	-100.179	-12.3933	-92.8246	-5.03912	superior	3.7445688046638557
8804	-96.3028	-8.674719999999999	-92.3231	-4.69511	-103.686	-16.0581	inferior	3.923320269018867
8805	-96.4403	-8.4532	-92.7406	-4.75344	-104.525	-16.5381	inferior	3.9766361903919143
8806	-96.44200000000001	-8.67422	-92.439	-4.67119	-104.171	-16.4035	inferior	3.967232817628346
8807	-96.5438	-8.5021	-92.7674	-4.72572	-104.68799999999999	-16.6464	inferior	3.9960848701572975
8808	-97.7909	-9.44144	-94.0548	-5.70535	-97.6634	-9.313939999999999	central	2.6956258703057054
8809	-97.3971	-9.27605	-93.4541	-5.3329699999999995	-98.6446	-10.5235	central	2.77964217627866
8810	-97.6047	-9.33971	-98.0841	-9.81903	-93.8091	-5.5441199999999995	superior	3.929937129311234
8811	-96.5719	-8.95186	-100.77	-13.1501	-92.5149	-4.8948	superior	3.7471335701799573
8812	-97.7846	-9.47064	-97.7726	-9.45861	-93.9456	-5.63164	superior	3.9490545489924083
8813	-96.3704	-8.875689999999999	-92.2966	-4.8019	-101.566	-14.0711	inferior	3.607682757948397
8814	-98.1328	-9.712010000000001	-94.3336	-5.91285	-97.0687	-8.647969999999999	central	2.5698292623151704
8815	-96.6724	-8.91808	-92.7644	-5.01014	-100.28	-12.5253	central	3.1098096979882364
8816	-97.6064	-9.33318	-93.8319	-5.55871	-98.0607	-9.7875	central	2.7716825153475586
8817	-97.9683	-9.55273	-94.29	-5.87447	-97.2676	-8.85208	central	2.6196935376415724
8818	-96.1836	-8.5375	-92.4104	-4.76422	-103.53299999999999	-15.8868	inferior	3.794250839034951
8819	-96.2931	-8.779010000000001	-92.1885	-4.67442	-103.3	-15.7856	inferior	3.79230683451828
8820	-97.7958	-9.41818	-97.5724	-9.19484	-94.1459	-5.7683	superior	3.943608789266339
8821	-96.1873	-8.545639999999999	-92.4027	-4.76104	-103.525	-15.8838	inferior	3.7960823118764533
8822	-96.9808	-9.00853	-93.1691	-5.1968	-99.4102	-11.4379	central	2.910077221773811
8823	-96.1866	-8.69688	-92.2489	-4.75917	-102.654	-15.1645	inferior	3.7651857769957897
8824	-96.5727	-8.584	-92.6802	-4.69151	-104.64	-16.651	inferior	3.9960848701572975
8825	-97.6025	-9.34866	-98.1158	-9.86197	-93.7783	-5.5244599999999995	superior	3.924788756117417
8826	-96.5015	-8.94492	-92.4019	-4.84539	-101.072	-13.5156	inferior	3.3707238146263063
8827	-97.2038	-9.1263	-98.9383	-10.8608	-93.3739	-5.29635	superior	3.783981643816666
8828	-96.2822	-8.85082	-92.1478	-4.71644	-102.40100000000001	-14.9693	inferior	3.771166543287948
8829	-98.3005	-9.83152	-96.6701	-8.201210000000001	-94.5882	-6.11923	superior	3.9964656297740837
8830	-96.6096	-8.94557	-92.5951	-4.93098	-100.595	-12.9313	central	3.1021428923623096
8831	-96.6649	-8.92255	-92.7416	-4.99924	-100.319	-12.5769	central	3.118441635687732
